#bodies, #contacts, detection, warmstart, LCPSolve, updateCollections, contactOrdering, singleItPGS, merging, mergingBuild, unmerging, unmergingBuild, computeTime
 328, 0, 0.0019142450000000002, 8.11E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 1.072E-6, 0.0, 2.2462E-5, 0.0, 0.002170132
 328, 0, 0.0016852870000000002, 6.81E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 1.001E-6, 0.0, 1.6992E-5, 0.0, 0.001894088
 328, 0, 0.001668566, 6.71E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 9.62E-7, 0.0, 1.5379E-5, 0.0, 0.001871865
 328, 0, 0.0011320240000000001, 8.61E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 8.91E-7, 0.0, 1.065E-5, 0.0, 0.001291822
 328, 0, 0.0016611120000000002, 7.12E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 1.162E-6, 0.0, 1.8114E-5, 0.0, 0.001896952
 328, 0, 0.00112429, 6.31E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 8.91E-7, 0.0, 2.0258E-5, 0.0, 0.001316599
 328, 0, 0.001197366, 6.11E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 9.12E-7, 0.0, 1.1581E-5, 0.0, 0.001390647
 328, 0, 0.0011246700000000001, 6.11E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 8.72E-7, 0.0, 1.068E-5, 0.0, 0.001299207
 328, 0, 0.0016417760000000002, 9.21E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 9.82E-7, 0.0, 1.4807E-5, 0.0, 0.001854924
 328, 0, 0.001110354, 5.81E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 1.022E-6, 0.0, 1.0359E-5, 0.0, 0.001292113
 328, 0, 0.0016106170000000002, 6.52E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 8.72E-7, 0.0, 1.4116E-5, 0.0, 0.001841678
 328, 0, 0.0017000250000000002, 7.01E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 9.92E-7, 0.0, 2.0498E-5, 0.0, 0.001939682
 328, 0, 0.0013750470000000001, 6.52E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 9.42E-7, 0.0, 1.4147E-5, 0.0, 0.001615597
 328, 0, 0.001620556, 7.11E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 1.232E-6, 0.0, 1.4648E-5, 0.0, 0.001840447
 328, 0, 0.0016383690000000002, 7.11E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 1.012E-6, 0.0, 1.4778E-5, 0.0, 0.001851948
 328, 0, 0.001711286, 7.11E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 1.012E-6, 0.0, 1.7242E-5, 0.0, 0.001962755
 328, 0, 0.00190137, 7.11E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 9.52E-7, 0.0, 1.597E-5, 0.0, 0.002199998
 328, 0, 0.001766739, 6.82E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 1.102E-6, 0.0, 2.9746E-5, 0.0, 0.0020134
 328, 0, 0.001785555, 7.01E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 9.72E-7, 0.0, 1.9366E-5, 0.0, 0.002048365
 328, 0, 0.001120682, 7.02E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 7.31E-7, 0.0, 1.036E-5, 0.0, 0.001288506
 328, 0, 0.00176172, 7.91E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 8.42E-7, 0.0, 1.597E-5, 0.0, 0.00197046
 328, 0, 0.001106276, 6.01E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 7.71E-7, 0.0, 1.0078E-5, 0.0, 0.001271955
 328, 0, 0.0016149850000000002, 6.81E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 9.62E-7, 0.0, 2.3734E-5, 0.0, 0.001859622
 328, 0, 0.001611439, 5.91E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 8.22E-7, 0.0, 1.4096E-5, 0.0, 0.001833484
 328, 0, 0.0011092810000000002, 6.01E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 1.052E-6, 0.0, 9.849E-6, 0.0, 0.001269882
 328, 0, 0.001642557, 7.22E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 1.072E-6, 0.0, 2.0588E-5, 0.0, 0.001882705
 328, 0, 0.001383804, 6.41E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 9.72E-7, 0.0, 1.9096E-5, 0.0, 0.001600369
 328, 0, 0.001623251, 6.71E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 9.32E-7, 0.0, 1.4828E-5, 0.0, 0.001841799
 328, 0, 0.00161734, 7.22E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 9.42E-7, 0.0, 1.4036E-5, 0.0, 0.001853451
 328, 0, 0.0016406440000000001, 6.91E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 1.062E-6, 0.0, 1.9938E-5, 0.0, 0.001892063
 328, 0, 0.001224657, 6.21E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 8.01E-7, 0.0, 1.4056E-5, 0.0, 0.001441612
 328, 0, 0.001443576, 6.41E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 8.11E-7, 0.0, 1.7352E-5, 0.0, 0.001685938
 328, 0, 0.0016672630000000002, 6.61E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 9.01E-7, 0.0, 1.9837E-5, 0.0, 0.001903274
 328, 0, 9.81613E-4, 6.12E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 8.12E-7, 0.0, 1.3535E-5, 0.0, 0.001160347
 328, 0, 0.001655591, 7.22E-7, 0.0, 0.0, 2.31663E-4, 0.001422667, 1.072E-6, 0.0, 1.4377E-5, 0.0, 0.001882596
 328, 52, 0.0011409410000000001, 6.032E-6, 1.7306300000000002E-4, 0.0, 2.31663E-4, 0.001422667, 3.557E-6, 0.0, 1.2623E-5, 0.0, 0.001586772
 328, 52, 0.001138757, 1.3115E-5, 1.91558E-4, 0.0, 2.31663E-4, 0.001422667, 3.065E-6, 0.0, 1.0209E-5, 0.0, 0.001587846
 328, 52, 0.001719601, 1.1071E-5, 2.5174E-4, 0.0, 2.31663E-4, 0.001422667, 4.389E-6, 0.0, 2.0668E-5, 0.0, 0.002339339
 328, 52, 0.0020095720000000003, 2.1721E-5, 4.08924E-4, 0.0, 2.31663E-4, 0.001422667, 5.751E-6, 0.0, 2.2201E-5, 0.0, 0.002935571
 328, 52, 0.0019080730000000001, 1.2233E-5, 3.1572E-4, 0.0, 2.31663E-4, 0.001422667, 5.57E-6, 0.0, 1.7463E-5, 0.0, 0.002676939
 328, 52, 0.0011666180000000001, 8.346E-6, 1.7185100000000002E-4, 0.0, 2.31663E-4, 0.001422667, 2.936E-6, 0.0, 1.064E-5, 0.0, 0.001584579
 328, 208, 0.0018585000000000001, 2.5658E-5, 9.96811E-4, 0.0, 2.31663E-4, 0.001422667, 5.661E-6, 0.0, 2.5117E-5, 0.0, 0.003547314
 328, 208, 0.001448686, 4.5656E-5, 0.001293054, 0.0, 2.31663E-4, 0.001422667, 6.222E-6, 0.0, 1.7993E-5, 0.0, 0.003303108
 328, 208, 0.001685096, 3.2049E-5, 7.506320000000001E-4, 0.0, 2.31663E-4, 0.001422667, 4.228E-6, 0.0, 1.5579E-5, 0.0, 0.002894165
 328, 208, 0.0012675070000000002, 2.9395E-5, 7.243120000000001E-4, 0.0, 2.31663E-4, 0.001422667, 3.968E-6, 0.0, 1.2233E-5, 0.0, 0.002428225
 328, 208, 0.0017678210000000001, 3.7661E-5, 0.001042767, 0.0, 2.31663E-4, 0.001422667, 5.6E-6, 0.0, 1.6641E-5, 0.0, 0.003434714
 328, 364, 0.00224895, 6.1245E-5, 0.001920386, 0.0, 2.31663E-4, 0.001422667, 6.993E-6, 0.0, 2.2983E-5, 0.0, 0.005133416
 328, 364, 0.001143235, 6.5933E-5, 0.0016305550000000001, 0.0, 2.31663E-4, 0.001422667, 7.094E-6, 0.0, 3.0888E-5, 0.0, 0.003499796
 328, 364, 0.001340253, 5.1225E-5, 0.0014110650000000002, 0.0, 2.31663E-4, 0.001422667, 5.039E-6, 0.0, 1.2083E-5, 0.0, 0.003415458
 328, 364, 0.001321548, 5.7537E-5, 0.0013930120000000001, 0.0, 2.31663E-4, 0.001422667, 5.2E-6, 0.0, 2.1981E-5, 0.0, 0.003454641
 328, 364, 0.0020651560000000003, 7.2946E-5, 0.0020901030000000003, 0.0, 2.31663E-4, 0.001422667, 7.974E-6, 0.0, 2.2643E-5, 0.0, 0.005125662
 328, 520, 0.001362614, 5.7488E-5, 0.002020974, 0.0, 2.31663E-4, 0.001422667, 9.447E-6, 0.0, 1.3435E-5, 0.0, 0.004407271
 328, 520, 0.0019821910000000003, 1.25514E-4, 0.0024687010000000002, 0.0, 2.31663E-4, 0.001422667, 6.121E-6, 0.0, 2.2912E-5, 0.0, 0.005674617
 328, 520, 0.0013571450000000001, 7.0823E-5, 0.002038096, 0.0, 2.31663E-4, 0.001422667, 1.626E-5, 0.0, 1.2894E-5, 0.0, 0.004393133
 328, 520, 0.001998803, 1.26627E-4, 0.0031671140000000004, 0.0, 2.31663E-4, 0.001422667, 8.365E-6, 0.0, 3.0457E-5, 0.0, 0.006669363
 328, 520, 0.002079253, 1.07752E-4, 0.0029078700000000003, 0.0, 2.31663E-4, 0.001422667, 7.324E-6, 0.0, 2.3323E-5, 0.0, 0.006193586
 328, 676, 0.0012490930000000002, 8.5029E-5, 0.00212079, 0.0, 2.31663E-4, 0.001422667, 5.961E-6, 0.0, 1.6872E-5, 0.0, 0.004342057
 328, 676, 0.0013863290000000002, 1.06939E-4, 0.0032025910000000003, 0.0, 2.31663E-4, 0.001422667, 1.064E-5, 0.0, 1.3175E-5, 0.0, 0.005774693
 328, 676, 0.001626718, 1.03924E-4, 0.002636423, 0.0, 2.31663E-4, 0.001422667, 6.603E-6, 0.0, 1.5248E-5, 0.0, 0.005341875
 328, 676, 0.0013799770000000001, 8.6271E-5, 0.002539332, 0.0, 2.31663E-4, 0.001422667, 6.812E-6, 0.0, 1.3786E-5, 0.0, 0.004968338
 328, 832, 0.0014591040000000001, 2.17596E-4, 0.004673727, 0.0, 2.31663E-4, 0.001422667, 1.068E-5, 0.0, 3.1238E-5, 0.0, 0.008099144
 328, 832, 0.001368595, 4.43668E-4, 0.00325053, 0.0, 2.31663E-4, 0.001422667, 7.825E-6, 0.0, 3.2721E-5, 0.0, 0.006342954
 328, 832, 0.0019108080000000002, 1.5547E-4, 0.003946449, 0.0, 2.31663E-4, 0.001422667, 8.166E-6, 0.0, 2.6559E-5, 0.0, 0.007347661
