#bodies, #contacts, contact detection, warmstart, full LCP solve, single iteration PGS, contactOrdering, singleItPGS, merging, mergingCheckContacts, mergingCheckMotion, mergingCheckViolation, mergingCheckCycle, mergingBuild, unmerging, unmergingCheckContacts, unmergingCheckMotion, unmergingCheckCycle, unmergingBuild, computeTime
2,0,2.93E-05,1.77E-05,3.55E-04,0.0020368,7.49E-05,0.0012314,7.37E-05,5.00E-07,8.00E-07,5.00E-07,0,6.74E-05,3.84E-04,0,0,7.00E-07,2.17E-04,0.003121
2,0,1.78E-04,6.30E-06,0,0.0041792,2.74E-04,0.0029083,8.00E-07,0,0,0,0,0,8.41E-04,0,0,1.60E-06,4.51E-04,0.0055789
2,0,1.12E-05,3.20E-06,0,0.0025234,1.01E-04,0.0016629,1.00E-06,0,0,0,0,0,5.29E-04,0,0,9.00E-07,2.90E-04,0.0033057
2,0,8.20E-06,4.50E-06,0,0.0020274,7.39E-05,0.0012868,5.00E-07,0,0,0,0,0,3.68E-04,0,0,7.00E-07,2.00E-04,0.0025997
2,0,9.60E-06,3.00E-06,0,0.0020154,1.17E-04,0.0011397,5.00E-07,0,0,0,0,0,3.42E-04,0,0,7.00E-07,1.72E-04,0.0025589
2,0,8.90E-06,4.50E-06,0,0.0020389,7.19E-05,0.001184,5.00E-07,0,0,0,0,0,4.38E-04,0,0,9.00E-07,2.78E-04,0.0026854
2,0,7.30E-06,2.40E-06,0,0.0019937,8.18E-05,0.0013801,6.00E-07,0,0,0,0,0,4.34E-04,0,0,6.00E-07,1.92E-04,0.0026113
2,0,7.80E-06,2.40E-06,0,0.0020624,7.73E-05,0.0013865,6.00E-07,0,0,0,0,0,4.28E-04,0,0,3.00E-07,2.60E-04,0.0027222
2,0,6.70E-06,3.30E-06,0,0.0020546,7.73E-05,0.0013957,6.00E-07,0,0,0,0,0,3.62E-04,0,0,8.00E-07,1.89E-04,0.0027041
2,0,7.30E-06,2.20E-06,0,0.0020751,1.11E-04,0.0013527,5.00E-07,0,0,0,0,0,3.37E-04,0,0,9.00E-07,1.72E-04,0.0025969
2,0,7.10E-06,2.70E-06,0,0.0021272,7.54E-05,0.0014538,5.00E-07,0,0,0,0,0,3.94E-04,0,0,7.00E-07,1.94E-04,0.0027065
2,0,7.40E-06,2.90E-06,0,0.0020216,7.45E-05,0.0013548,8.00E-07,0,0,0,0,0,3.56E-04,0,0,4.00E-07,1.85E-04,0.0025595
2,0,7.10E-06,2.40E-06,0,0.0020906,7.56E-05,0.0014946,9.00E-07,0,0,0,0,0,3.70E-04,0,0,5.00E-07,1.79E-04,0.0026394
2,0,7.40E-06,2.30E-06,0,0.0020213,7.58E-05,0.0014179,6.00E-07,0,0,0,0,0,3.48E-04,0,0,6.00E-07,1.79E-04,0.0025515
2,0,6.80E-06,2.70E-06,0,0.0020822,1.10E-04,0.0013672,6.00E-07,0,0,0,0,0,3.60E-04,0,0,5.00E-07,1.88E-04,0.0026572
2,0,6.60E-06,3.00E-06,0,0.0020671,7.75E-05,0.001392,6.00E-07,0,0,0,0,0,3.45E-04,0,0,4.00E-07,1.71E-04,0.0025922
2,0,6.90E-06,2.90E-06,0,0.0020905,7.75E-05,0.0014881,6.00E-07,0,0,0,0,0,3.52E-04,0,0,6.00E-07,1.67E-04,0.0026272
2,0,7.70E-06,2.50E-06,0,0.0020959,7.69E-05,0.0013887,5.00E-07,0,0,0,0,0,3.37E-04,0,0,6.00E-07,1.70E-04,0.0026127
2,0,6.70E-06,2.80E-06,0,0.0020229,7.83E-05,0.0014249,9.00E-07,0,0,0,0,0,3.64E-04,0,0,9.00E-07,1.79E-04,0.0025764
2,0,7.40E-06,2.40E-06,0,0.0020774,7.63E-05,0.0014238,5.00E-07,0,0,0,0,0,3.45E-04,0,0,6.00E-07,1.73E-04,0.002604
2,0,6.80E-06,2.80E-06,0,0.0020607,8.49E-05,0.0014541,6.00E-07,0,0,0,0,0,3.56E-04,0,0,7.00E-07,1.76E-04,0.0025985
2,0,6.90E-06,2.80E-06,0,0.0019623,7.71E-05,0.001343,5.00E-07,0,0,0,0,0,3.91E-04,0,0,4.00E-07,2.22E-04,0.0025739
2,0,7.80E-06,2.50E-06,0,0.0019666,7.61E-05,0.0013514,5.00E-07,0,0,0,0,0,3.81E-04,0,0,4.00E-07,2.05E-04,0.0025331
2,0,7.80E-06,2.90E-06,0,0.0019833,7.81E-05,0.001376,6.00E-07,0,0,0,0,0,3.69E-04,0,0,8.00E-07,1.90E-04,0.0025383
2,0,7.90E-06,2.60E-06,0,0.0019658,7.78E-05,0.0013536,5.00E-07,0,0,0,0,0,3.67E-04,0,0,4.00E-07,1.86E-04,0.0025174
2,0,7.50E-06,3.20E-06,0,0.0022681,1.00E-04,0.0013662,6.00E-07,0,0,0,0,0,3.96E-04,0,0,8.00E-07,2.10E-04,0.0028555
2,0,9.20E-06,3.20E-06,0,0.0022598,8.58E-05,0.0014157,5.00E-07,0,0,0,0,0,3.65E-04,0,0,5.00E-07,1.73E-04,0.002853
2,0,8.70E-06,2.90E-06,0,0.0022861,8.28E-05,0.0014126,5.00E-07,0,0,0,0,0,3.59E-04,0,0,6.00E-07,1.67E-04,0.002856
2,0,1.14E-05,4.00E-06,0,0.0022134,8.71E-05,0.0013499,5.00E-07,0,0,0,0,0,4.42E-04,0,0,5.00E-07,1.99E-04,0.0028743
2,0,6.60E-06,2.50E-06,0,0.002352,7.88E-05,0.0015549,5.00E-07,0,0,0,0,0,4.22E-04,0,0,8.00E-07,2.04E-04,0.002966
2,0,7.50E-06,2.60E-06,0,0.0023714,1.72E-04,0.0015238,6.00E-07,0,0,0,0,0,3.51E-04,0,0,2.00E-07,1.61E-04,0.0029248
2,0,1.40E-05,3.80E-06,0,0.0027166,1.04E-04,0.0016098,6.00E-07,0,0,0,0,0,3.73E-04,0,0,3.00E-07,1.68E-04,0.0033363
2,0,1.09E-05,2.80E-06,0,0.002247,8.97E-05,0.0013266,6.00E-07,0,0,0,0,0,3.96E-04,0,0,5.00E-07,2.03E-04,0.0028919
2,0,1.34E-05,3.10E-06,0,0.0022669,8.75E-05,0.0014091,5.00E-07,0,0,0,0,0,3.78E-04,0,0,4.00E-07,1.82E-04,0.0029546
2,0,9.50E-06,3.80E-06,0,0.0021014,8.43E-05,0.0012939,6.00E-07,0,0,0,0,0,3.38E-04,0,0,6.00E-07,1.60E-04,0.0026494
2,0,2.48E-05,6.90E-06,0,0.0047697,1.95E-04,0.0034581,8.00E-07,0,0,0,0,0,7.15E-04,0,0,1.30E-06,3.41E-04,0.0059441
2,0,1.69E-05,4.20E-06,0,0.0027039,8.48E-05,0.0017735,7.00E-07,0,0,0,0,0,4.68E-04,0,0,8.00E-07,2.04E-04,0.0034511
2,0,9.10E-06,3.10E-06,0,0.0021245,5.78E-05,0.0013771,5.00E-07,0,0,0,0,0,3.40E-04,0,0,6.00E-07,1.56E-04,0.0026882
2,0,1.07E-05,3.60E-06,0,0.0022852,5.75E-05,0.0013549,7.00E-07,0,0,0,0,0,3.39E-04,0,0,7.00E-07,1.37E-04,0.0028416
2,0,2.52E-05,6.30E-06,0,0.0038941,1.86E-04,0.0026809,8.00E-07,0,0,0,0,0,7.05E-04,0,0,1.30E-06,3.52E-04,0.0051455
2,0,2.47E-05,6.50E-06,0,0.0037569,1.87E-04,0.0026853,9.00E-07,0,0,0,0,0,6.56E-04,0,0,1.10E-06,3.06E-04,0.0049522
2,0,1.28E-05,4.40E-06,0,0.0024015,7.29E-05,0.0015569,5.00E-07,0,0,0,0,0,3.75E-04,0,0,9.00E-07,1.64E-04,0.0030274
2,0,2.20E-05,5.40E-06,0,0.0035621,1.03E-04,0.0026167,9.00E-07,0,0,0,0,0,5.54E-04,0,0,1.10E-06,2.47E-04,0.0045661
2,0,1.88E-05,5.70E-06,0,0.0035827,2.39E-04,0.0024845,7.00E-07,0,0,0,0,0,5.61E-04,0,0,7.00E-07,2.47E-04,0.0044705
2,0,9.20E-06,4.00E-06,0,0.0023165,6.40E-05,0.0015837,6.00E-07,0,0,0,0,0,3.82E-04,0,0,9.00E-07,1.66E-04,0.0029266
2,0,7.30E-06,2.60E-06,0,0.0019456,5.15E-05,0.0013559,6.00E-07,0,0,0,0,0,2.99E-04,0,0,3.00E-07,1.26E-04,0.00243
2,0,7.10E-06,2.40E-06,0,0.0019853,5.04E-05,0.0014086,6.00E-07,0,0,0,0,0,3.11E-04,0,0,6.00E-07,1.26E-04,0.0024831
2,0,7.20E-06,2.90E-06,0,0.0019849,4.99E-05,0.0014182,5.00E-07,0,0,0,0,0,2.99E-04,0,0,3.00E-07,1.24E-04,0.0024689
