#bodies, #contacts, detection, warmstart, LCPSolve, updateCollections, contactOrdering, singleItPGS, merging, mergingCheckContacts, mergingCheckMotion, mergingCheckViolation, mergingCheckCycle, mergingBuild, unmerging, unmergingCheckContacts, unmergingCheckMotion, unmergingCheckCycle, unmergingBuild, computeTime
136,158,5.49E-04,5.13E-05,0.0082504,0,1.73E-04,0.0033801,1.95E-05,0,0,1.70E-06,0,0,6.10E-06,0,0,0,0,0.0096556
136,155,5.44E-04,5.06E-05,0.0072422,0,1.73E-04,0.0033801,1.49E-05,0,0,8.00E-07,0,0,6.20E-06,0,0,0,0,0.0085936
136,155,5.48E-04,5.46E-05,0.0078262,0,1.73E-04,0.0033801,2.08E-05,0,0,2.00E-06,0,0,5.90E-06,0,0,0,0,0.0092672
136,155,5.44E-04,8.79E-05,0.0085815,0,1.73E-04,0.0033801,2.10E-05,0,0,2.20E-06,0,0,6.00E-06,0,0,0,0,0.0100635
136,166,6.32E-04,6.16E-05,0.0085747,0,1.73E-04,0.0033801,1.71E-05,0,0,2.00E-06,0,0,1.63E-05,0,0,0,0,0.0101098
136,161,3.15E-04,3.76E-05,0.0048526,0,1.73E-04,0.0033801,9.60E-06,0,0,6.00E-07,0,0,3.90E-06,0,0,0,0,0.0056885
136,159,5.66E-04,5.24E-05,0.0089736,0,1.73E-04,0.0033801,2.02E-05,0,0,2.10E-06,0,0,6.30E-06,0,0,0,0,0.0103849
136,153,5.86E-04,5.04E-05,0.0083696,0,1.73E-04,0.0033801,1.88E-05,0,0,1.30E-06,0,0,5.70E-06,0,0,0,0,0.0098274
136,154,5.79E-04,8.04E-05,0.0061544,0,1.73E-04,0.0033801,1.34E-05,0,0,1.60E-06,0,0,6.10E-06,0,0,0,0,0.0076092
136,151,4.05E-04,4.00E-05,0.0063053,0,1.73E-04,0.0033801,1.52E-05,0,0,1.50E-06,0,0,4.50E-06,0,0,0,0,0.0073117
136,157,5.55E-04,6.45E-05,0.0085358,0,1.73E-04,0.0033801,1.76E-05,0,0,8.00E-07,0,0,6.30E-06,0,0,0,0,0.0101715
136,142,4.63E-04,3.62E-05,0.005545,0,1.73E-04,0.0033801,1.13E-05,0,0,8.00E-07,0,0,4.90E-06,0,0,0,0,0.0065901
136,146,5.49E-04,4.70E-05,0.0072597,0,1.73E-04,0.0033801,1.60E-05,0,0,5.00E-07,0,0,5.90E-06,0,0,0,0,0.008504
136,135,5.45E-04,5.58E-05,0.0066629,0,1.73E-04,0.0033801,1.86E-05,0,0,1.80E-06,0,0,6.00E-06,0,0,0,0,0.0079354
136,133,5.31E-04,4.26E-05,0.0075723,0,1.73E-04,0.0033801,1.70E-05,0,0,1.50E-06,0,0,5.80E-06,0,0,0,0,0.0088549
136,137,5.84E-04,4.67E-05,0.0077494,0,1.73E-04,0.0033801,1.71E-05,0,0,1.60E-06,0,0,5.70E-06,0,0,0,0,0.009159
136,135,6.26E-04,3.55E-05,0.0052445,0,1.73E-04,0.0033801,1.18E-05,0,0,7.00E-07,0,0,5.00E-06,0,0,0,0,0.0065668
136,152,5.54E-04,5.25E-05,0.0089538,0,1.73E-04,0.0033801,1.67E-05,0,0,1.20E-06,0,0,6.10E-06,0,0,0,0,0.0103061
136,154,5.85E-04,5.14E-05,0.0082466,0,1.73E-04,0.0033801,1.67E-05,0,0,7.00E-07,0,0,6.30E-06,0,0,0,0,0.0096822
136,169,5.59E-04,5.10E-05,0.0091194,0,1.73E-04,0.0033801,1.89E-05,0,0,1.70E-06,0,0,6.10E-06,0,0,0,0,0.0105982
136,163,5.24E-04,4.79E-05,0.0075591,0,1.73E-04,0.0033801,1.63E-05,0,0,9.00E-07,0,0,5.50E-06,0,0,0,0,0.0089384
136,172,5.65E-04,5.59E-05,0.0090196,0,1.73E-04,0.0033801,1.71E-05,0,0,8.00E-07,0,0,5.70E-06,0,0,0,0,0.0103925
136,163,6.44E-04,8.21E-05,0.0107027,0,1.73E-04,0.0033801,1.36E-05,0,0,7.00E-07,0,0,6.30E-06,0,0,0,0,0.012282
136,160,5.25E-04,5.41E-05,0.0084274,0,1.73E-04,0.0033801,1.88E-05,0,0,1.50E-06,0,0,6.40E-06,0,0,0,0,0.0097756
136,155,5.98E-04,4.86E-05,0.0085503,0,1.73E-04,0.0033801,1.80E-05,0,0,1.80E-06,0,0,6.50E-06,0,0,0,0,0.0100712
136,152,6.28E-04,5.39E-05,0.0079278,0,1.73E-04,0.0033801,1.83E-05,0,0,1.30E-06,0,0,5.70E-06,0,0,0,0,0.009321
136,144,6.20E-04,4.98E-05,0.0077081,0,1.73E-04,0.0033801,1.69E-05,0,0,6.00E-07,0,0,6.30E-06,0,0,0,0,0.0092145
136,145,4.74E-04,3.88E-05,0.0056424,0,1.73E-04,0.0033801,9.35E-05,0,0,5.00E-07,0,0,4.90E-06,0,0,0,0,0.00679
136,156,5.48E-04,5.21E-05,0.0091792,0,1.73E-04,0.0033801,1.78E-05,0,0,1.60E-06,0,0,5.70E-06,0,0,0,0,0.0105355
136,142,5.46E-04,5.31E-05,0.0076192,0,1.73E-04,0.0033801,1.44E-05,0,0,1.30E-06,0,0,6.00E-06,0,0,0,0,0.008927
136,151,6.21E-04,4.80E-05,0.0089066,0,1.73E-04,0.0033801,1.89E-05,0,0,1.90E-06,0,0,6.00E-06,0,0,0,0,0.0103422
136,158,4.85E-04,5.03E-05,0.0061013,0,1.73E-04,0.0033801,1.36E-05,0,0,1.10E-06,0,0,4.70E-06,0,0,0,0,0.0072211
