4, 0, 3.8E-6, 0.0016088, 4.301E-4
 4, 0, 5.2E-6, 0.0016088, 7.69E-5
 4, 0, 5.0E-6, 0.0016088, 4.08E-5
 4, 0, 5.0E-6, 0.0016088, 4.64E-5
 4, 0, 4.000000000000001E-6, 0.0016088, 3.69E-5
 5, 0, 4.1000000000000006E-6, 0.0016088, 3.53E-5
 5, 0, 2.02E-5, 0.0016088, 7.83E-5
 5, 0, 8.200000000000001E-6, 0.0016088, 4.8E-5
 5, 0, 5.500000000000001E-6, 0.0016088, 7.06E-5
 5, 0, 5.500000000000001E-6, 0.0016088, 4.08E-5
 6, 0, 5.9E-6, 0.0016088, 4.59E-5
 6, 0, 6.1E-6, 0.0016088, 3.85E-5
 6, 0, 5.4E-6, 0.0016088, 4.43E-5
 6, 0, 5.1E-6, 0.0016088, 4.08E-5
 6, 0, 5.3E-6, 0.0016088, 4.26E-5
 7, 0, 4.5E-6, 0.0016088, 3.65E-5
 7, 0, 5.4E-6, 0.0016088, 4.13E-5
 7, 0, 7.6E-6, 0.0016088, 4.38E-5
 7, 0, 5.600000000000001E-6, 0.0016088, 4.35E-5
 7, 0, 5.1E-6, 0.0016088, 3.99E-5
 8, 0, 5.4E-6, 0.0016088, 4.04E-5
 8, 0, 6.0E-6, 0.0016088, 4.31E-5
 8, 0, 5.8E-6, 0.0016088, 4.35E-5
 8, 0, 5.3E-6, 0.0016088, 4.39E-5
 8, 0, 5.4E-6, 0.0016088, 4.19E-5
 9, 0, 5.8E-6, 0.0016088, 3.89E-5
 9, 0, 7.3E-6, 0.0016088, 4.61E-5
 9, 0, 5.7000000000000005E-6, 0.0016088, 4.31E-5
 9, 0, 5.9E-6, 0.0016088, 5.25E-5
 9, 0, 5.9E-6, 0.0016088, 4.87E-5
 10, 0, 6.1E-6, 0.0016088, 6.03E-5
 10, 0, 6.6E-6, 0.0016088, 4.54E-5
 10, 0, 6.200000000000001E-6, 0.0016088, 1.193E-4
 10, 0, 7.100000000000001E-6, 0.0016088, 4.06E-5
 10, 0, 6.7E-6, 0.0016088, 3.56E-5
 11, 0, 6.0E-6, 0.0016088, 3.17E-5
 11, 0, 6.4000000000000006E-6, 0.0016088, 3.52E-5
 11, 0, 7.000000000000001E-6, 0.0016088, 3.65E-5
 11, 0, 7.000000000000001E-6, 0.0016088, 3.53E-5
 11, 0, 7.000000000000001E-6, 0.0016088, 3.42E-5
 12, 0, 6.8E-6, 0.0016088, 3.28E-5
 12, 0, 7.8E-6, 0.0016088, 3.69E-5
 12, 0, 8.000000000000001E-6, 0.0016088, 3.69E-5
 12, 0, 7.4E-6, 0.0016088, 3.88E-5
 12, 0, 7.5E-6, 0.0016088, 3.66E-5
 13, 0, 7.6E-6, 0.0016088, 3.33E-5
 13, 0, 7.4E-6, 0.0016088, 3.6E-5
 13, 0, 9.100000000000001E-6, 0.0016088, 3.94E-5
 13, 0, 9.4E-6, 0.0016088, 3.79E-5
 13, 0, 1.1000000000000001E-5, 0.0016088, 5.68E-5
 14, 0, 9.2E-6, 0.0016088, 3.17E-5
 14, 0, 6.7E-6, 0.0016088, 3.7E-5
 14, 0, 9.4E-6, 0.0016088, 3.58E-5
 14, 0, 7.6E-6, 0.0016088, 3.82E-5
 14, 0, 7.8E-6, 0.0016088, 3.94E-5
 15, 0, 7.6E-6, 0.0016088, 4.18E-5
 15, 0, 8.6E-6, 0.0016088, 4.11E-5
 15, 0, 7.6E-6, 0.0016088, 4.23E-5
 15, 0, 1.04E-5, 0.0016088, 7.13E-5
 15, 0, 9.600000000000001E-6, 0.0016088, 5.5E-5
 16, 0, 7.9E-6, 0.0016088, 3.74E-5
 16, 0, 9.0E-6, 0.0016088, 5.46E-5
 16, 0, 9.4E-6, 0.0016088, 4.0E-5
 16, 0, 1.13E-5, 0.0016088, 6.77E-5
 16, 0, 1.34E-5, 0.0016088, 6.19E-5
 17, 0, 1.15E-5, 0.0016088, 6.21E-5
 17, 0, 1.15E-5, 0.0016088, 4.06E-5
 17, 0, 1.22E-5, 0.0016088, 5.85E-5
 17, 0, 1.04E-5, 0.0016088, 3.91E-5
 17, 0, 9.100000000000001E-6, 0.0016088, 3.85E-5
 18, 0, 8.8E-6, 0.0016088, 5.16E-5
 18, 0, 1.1400000000000001E-5, 0.0016088, 4.33E-5
 18, 0, 1.2400000000000002E-5, 0.0016088, 5.09E-5
 18, 0, 1.13E-5, 0.0016088, 5.04E-5
 18, 0, 1.11E-5, 0.0016088, 4.6E-5
 19, 0, 3.37E-5, 0.0016088, 7.11E-5
 19, 0, 1.0500000000000001E-5, 0.0016088, 4.5E-5
 19, 0, 1.2800000000000001E-5, 0.0016088, 5.22E-5
 19, 0, 1.2800000000000001E-5, 0.0016088, 9.33E-5
 19, 0, 1.1700000000000001E-5, 0.0016088, 4.69E-5
 20, 0, 1.2E-5, 0.0016088, 4.93E-5
 20, 0, 1.3500000000000001E-5, 0.0016088, 6.21E-5
 20, 0, 2.0600000000000003E-5, 0.0016088, 5.5E-5
 20, 0, 1.4700000000000002E-5, 0.0016088, 6.84E-5
 20, 0, 1.2400000000000002E-5, 0.0016088, 5.22E-5
 21, 0, 1.2600000000000001E-5, 0.0016088, 4.36E-5
 21, 0, 1.2400000000000002E-5, 0.0016088, 5.2E-5
 21, 0, 1.1700000000000001E-5, 0.0016088, 5.74E-5
 21, 0, 1.3300000000000001E-5, 0.0016088, 5.15E-5
 21, 0, 1.2800000000000001E-5, 0.0016088, 5.4E-5
 22, 0, 1.3000000000000001E-5, 0.0016088, 4.5E-5
 22, 0, 1.6400000000000002E-5, 0.0016088, 5.4E-5
 22, 0, 1.2400000000000002E-5, 0.0016088, 4.76E-5
 22, 0, 1.6400000000000002E-5, 0.0016088, 5.23E-5
 22, 0, 1.48E-5, 0.0016088, 5.36E-5
 23, 0, 1.65E-5, 0.0016088, 5.41E-5
 23, 0, 1.29E-5, 0.0016088, 5.59E-5
 23, 0, 1.4400000000000001E-5, 0.0016088, 4.9E-5
 23, 0, 1.3800000000000002E-5, 0.0016088, 4.83E-5
 23, 0, 1.41E-5, 0.0016088, 5.34E-5
 24, 0, 1.45E-5, 0.0016088, 4.68E-5
 24, 0, 1.65E-5, 0.0016088, 5.48E-5
 24, 0, 1.7100000000000002E-5, 0.0016088, 5.41E-5
 24, 0, 1.39E-5, 0.0016088, 5.45E-5
 24, 0, 1.46E-5, 0.0016088, 5.48E-5
 25, 0, 1.41E-5, 0.0016088, 5.14E-5
 25, 0, 1.6400000000000002E-5, 0.0016088, 7.49E-5
 25, 0, 1.52E-5, 0.0016088, 5.53E-5
 25, 0, 1.8200000000000002E-5, 0.0016088, 5.48E-5
 25, 0, 1.72E-5, 0.0016088, 5.6E-5
 26, 0, 1.48E-5, 0.0016088, 7.61E-5
 26, 0, 1.97E-5, 0.0016088, 5.79E-5
 26, 0, 1.79E-5, 0.0016088, 5.49E-5
 26, 0, 1.84E-5, 0.0016088, 5.71E-5
 26, 0, 1.65E-5, 0.0016088, 5.68E-5
 27, 0, 1.6400000000000002E-5, 0.0016088, 5.31E-5
 27, 0, 1.66E-5, 0.0016088, 5.5E-5
 27, 0, 1.63E-5, 0.0016088, 5.31E-5
 27, 0, 1.79E-5, 0.0016088, 5.84E-5
 27, 0, 1.8200000000000002E-5, 0.0016088, 5.56E-5
 28, 0, 1.67E-5, 0.0016088, 5.37E-5
 28, 0, 1.77E-5, 0.0016088, 5.31E-5
 28, 0, 2.0E-5, 0.0016088, 6.16E-5
 28, 0, 1.7500000000000002E-5, 0.0016088, 5.82E-5
 28, 0, 1.74E-5, 0.0016088, 5.47E-5
 29, 0, 1.72E-5, 0.0016088, 5.74E-5
 29, 0, 1.97E-5, 0.0016088, 6.1E-5
 29, 0, 2.02E-5, 0.0016088, 7.0E-5
 29, 0, 2.2400000000000002E-5, 0.0016088, 6.42E-5
 29, 0, 2.08E-5, 0.0016088, 6.08E-5
 30, 0, 2.2700000000000003E-5, 0.0016088, 6.32E-5
 30, 0, 2.2400000000000002E-5, 0.0016088, 6.33E-5
 30, 0, 2.1400000000000002E-5, 0.0016088, 6.07E-5
 30, 0, 2.11E-5, 0.0016088, 6.62E-5
 30, 0, 2.4E-5, 0.0016088, 6.25E-5
 31, 0, 2.3500000000000002E-5, 0.0016088, 6.49E-5
